Username,Tanggal,Teks,Jumlah_Like,Platform,Clean_Teks,Tokens,Label,Tanggal_Singkat,Topic_ID
@dentomo13,2026-06-14 15:07:19+00:00,"Poster hanya sebuah poster, BTR menghentikan kutukan poster MPL",0,YouTube,poster hanya sebuah poster btr menghentikan kutukan poster mpl,"['poster', 'hanya', 'sebuah', 'poster', 'btr', 'menghentikan', 'kutukan', 'poster', 'mpl']",1,2026-06-14,0
@Satriadal,2026-06-14 15:07:01+00:00,haha streak liga tani berakhir,0,YouTube,haha streak liga tani berakhir,"['haha', 'streak', 'liga', 'tani', 'berakhir']",0,2026-06-14,0
@kotakkejutan,2026-06-14 15:06:45+00:00,"Nice BTR , , ,gak jadi liga tani",0,YouTube,nice btr tidak jadi liga tani,"['nice', 'btr', 'tidak', 'jadi', 'liga', 'tani']",1,2026-06-14,0
@briela-j1p,2026-06-14 15:06:23+00:00,"Gak usah percaya sama fans onic yg memuji btr karna juara,,,ingat mereka semua penjilat,,coba aja onic yg juara,,wuhhh jelas koar² nghujat btr...emang pantas di sebut penjilat",0,YouTube,tidak usah percaya sama fans onic yang memuji btr karna juara ingat mereka semua penjilat coba aja onic yang juara wuhhh jelas koar² nghujat btr emang pantas di sebut penjilat,"['tidak', 'usah', 'percaya', 'sama', 'fans', 'onic', 'yang', 'memuji', 'btr', 'karna', 'juara', 'ingat', 'mereka', 'semua', 'penjilat', 'coba', 'aja', 'onic', 'yang', 'juara', 'wuhhh', 'jelas', 'koar²', 'nghujat', 'btr', 'emang', 'pantas', 'di', 'sebut', 'penjilat']",1,2026-06-14,0
@hansem_799,2026-06-14 15:06:05+00:00,# SKYLARRR > KELRAAA,0,YouTube,skylarrr kelraaa,"['skylarrr', 'kelraaa']",0,2026-06-14,0
@edipandia519,2026-06-14 15:06:05+00:00,"BigetroN
ChampioN
Semua player ada huruf N☠️",0,YouTube,bigetron champion semua player ada huruf n,"['bigetron', 'champion', 'semua', 'player', 'ada', 'huruf', 'n']",1,2026-06-14,0
@ArkTastick,2026-06-14 15:06:04+00:00,effect hertod,0,YouTube,effect hertod,"['effect', 'hertod']",0,2026-06-14,6
@Youtoubeer1,2026-06-14 15:05:23+00:00,"Hertod sekalinya masuk langsung juara, mana patahin liga tani onic lagi",0,YouTube,hertod sekalinya masuk langsung juara mana patahin liga tani onic lagi,"['hertod', 'sekalinya', 'masuk', 'langsung', 'juara', 'mana', 'patahin', 'liga', 'tani', 'onic', 'lagi']",1,2026-06-14,0
@alannurwijianto3098,2026-06-14 15:05:06+00:00,"Congrats BTR, salam dari EvosFams, Kali ini gak sia sia sih kalopun EVOS Pulang di hari pertama playoff, soalnya dikalahkan sama sang juara juga🔥🔥",0,YouTube,congrats btr salam dari evosfams kali ini tidak sia sia sih kalopun evos pulang di hari pertama playoff soalnya dikalahkan sama sang juara juga,"['congrats', 'btr', 'salam', 'dari', 'evosfams', 'kali', 'ini', 'tidak', 'sia', 'sia', 'sih', 'kalopun', 'evos', 'pulang', 'di', 'hari', 'pertama', 'playoff', 'soalnya', 'dikalahkan', 'sama', 'sang', 'juara', 'juga']",1,2026-06-14,0
@tesalonika71,2026-06-14 15:04:50+00:00,Harusnya nnael yg mvp.. btr keliatan brubah pas nnael join,0,YouTube,harusnya nnael yang mvp btr keliatan brubah pas nnael join,"['harusnya', 'nnael', 'yang', 'mvp', 'btr', 'keliatan', 'brubah', 'pas', 'nnael', 'join']",0,2026-06-14,0
@reebshwhEbhehe,2026-06-14 15:03:16+00:00,KATANYA LIGA TANI WKWKWKKW,0,YouTube,katanya liga tani wkwkwkkw,"['katanya', 'liga', 'tani', 'wkwkwkkw']",1,2026-06-14,0
@techzly,2026-06-14 15:03:04+00:00,Selamat Bigetron atas kemenangannya. Percaya proses 💪,0,YouTube,selamat bigetron atas kemenangannya percaya proses,"['selamat', 'bigetron', 'atas', 'kemenangannya', 'percaya', 'proses']",0,2026-06-14,0
@faridindra577,2026-06-14 15:03:01+00:00,Sekian lama. GOODLUCK EMANN,9,YouTube,sekian lama goodluck emann,"['sekian', 'lama', 'goodluck', 'emann']",1,2026-06-14,-1
@vreinishere,2026-06-14 15:02:45+00:00,"KELRA emg gold standar, ya gtu standar aja, ga spesial.",0,YouTube,kelra emg gold standar ya gtu standar aja tidak spesial,"['kelra', 'emg', 'gold', 'standar', 'ya', 'gtu', 'standar', 'aja', 'tidak', 'spesial']",1,2026-06-14,0
@ismailadsa3547,2026-06-14 15:02:19+00:00,Jir bawa kelra malah kalah,0,YouTube,jir bawa kelra malah kalah,"['jir', 'bawa', 'kelra', 'malah', 'kalah']",1,2026-06-14,0
@AKFChankz,2026-06-14 15:02:16+00:00,Eman selalu mendominasi Kelra,0,YouTube,eman selalu mendominasi kelra,"['eman', 'selalu', 'mendominasi', 'kelra']",0,2026-06-14,0
@yanzjho,2026-06-14 15:02:05+00:00,"Wah gua telat nonton, selamat yah buat juara baru bigetron by vitality 🎉🎉🎉🎉",1,YouTube,wah gua telat nonton selamat yah buat juara baru bigetron by vitality,"['wah', 'gua', 'telat', 'nonton', 'selamat', 'yah', 'buat', 'juara', 'baru', 'bigetron', 'by', 'vitality']",1,2026-06-14,0
@fueerinch8551,2026-06-14 15:01:41+00:00,finally ya eemaannn 😭😭,0,YouTube,finally ya eemaannn,"['finally', 'ya', 'eemaannn']",0,2026-06-14,0
@author-cat-kittysyafa_syakira,2026-06-14 15:01:23+00:00,Stop jangan bilang kelinci percobaan 😊 ini sekarang robot bukan kelinci,0,YouTube,stop jangan bilang kelinci percobaan ini sekarang robot bukan kelinci,"['stop', 'jangan', 'bilang', 'kelinci', 'percobaan', 'ini', 'sekarang', 'robot', 'bukan', 'kelinci']",1,2026-06-14,4
@nandifebrian24,2026-06-14 15:01:23+00:00,Hertod effect 💀🔥,10,YouTube,hertod effect,"['hertod', 'effect']",0,2026-06-14,6
@l.o.r.d7753,2026-06-14 15:01:07+00:00,"Gw sonic tp kek ga sedih bgt liat onic kalah😂
Kek ya udh gitu congrats buat BTR siapa sangka bisa ayam²in onic🙈",0,YouTube,saya sonic tapi kek tidak sedih banget liat onic kalah kek ya sudah gitu congrats buat btr siapa sangka bisa ayam²in onic,"['saya', 'sonic', 'tapi', 'kek', 'tidak', 'sedih', 'banget', 'liat', 'onic', 'kalah', 'kek', 'ya', 'sudah', 'gitu', 'congrats', 'buat', 'btr', 'siapa', 'sangka', 'bisa', 'ayam²in', 'onic']",1,2026-06-14,0
@sakryconsutofficial1439,2026-06-14 15:00:28+00:00,Yeb berharap d kasi cincin lagi 😂,0,YouTube,yeb berharap d kasi cincin lagi,"['yeb', 'berharap', 'd', 'kasi', 'cincin', 'lagi']",1,2026-06-14,0
@ng00ntol14,2026-06-14 15:00:23+00:00,Hebat si moreno,0,YouTube,hebat si moreno,"['hebat', 'si', 'moreno']",0,2026-06-14,0
@ChannaZone,2026-06-14 15:00:21+00:00,Gara gara rrq brooooo anjirrr btr lolos playofff juara lagi kelazzzzz,0,YouTube,gara gara rrq brooooo anjirrr btr lolos playofff juara lagi kelazzzzz,"['gara', 'gara', 'rrq', 'brooooo', 'anjirrr', 'btr', 'lolos', 'playofff', 'juara', 'lagi', 'kelazzzzz']",1,2026-06-14,0
@Z7hunt,2026-06-14 15:00:14+00:00,"Njir lah, padahal gua masih ngarep onic menang, tapi ya... Congrats ya buat BTR, yang memang pantes kok jadi juaranya 😊😊😊",0,YouTube,njir lah padahal gua masih ngarep onic menang tapi ya congrats ya buat btr yang memang pantes kok jadi juaranya,"['njir', 'lah', 'padahal', 'gua', 'masih', 'ngarep', 'onic', 'menang', 'tapi', 'ya', 'congrats', 'ya', 'buat', 'btr', 'yang', 'memang', 'pantes', 'kok', 'jadi', 'juaranya']",1,2026-06-14,0
@author-cat-kittysyafa_syakira,2026-06-14 15:00:13+00:00,Thanks kevin kicau mania 😅,0,YouTube,thanks kevin kicau mania,"['thanks', 'kevin', 'kicau', 'mania']",0,2026-06-14,0
@mikoranau1892,2026-06-14 14:59:47+00:00,Onic dijadiin bot sama btr 🤣,0,YouTube,onic dijadiin bot sama btr,"['onic', 'dijadiin', 'bot', 'sama', 'btr']",0,2026-06-14,0
@base_clip,2026-06-14 14:59:43+00:00,Hertod effect kah 🔥,0,YouTube,hertod effect kah,"['hertod', 'effect', 'kah']",0,2026-06-14,6
@TriWiratno-x2c,2026-06-14 14:59:39+00:00,Kutukan coch Adi out,0,YouTube,kutukan coch adi out,"['kutukan', 'coch', 'adi', 'out']",0,2026-06-14,0
@ranata48,2026-06-14 14:59:16+00:00,Hertod effect itu nyata bung 🔥🔥🔥🔥,1,YouTube,hertod effect itu nyata bung,"['hertod', 'effect', 'itu', 'nyata', 'bung']",1,2026-06-14,6
@ibnufaisal393,2026-06-14 14:59:09+00:00,"Merinding btr juara, tim lama yg belum pernah juara akhirnya juara juga",0,YouTube,merinding btr juara tim lama yang belum pernah juara akhirnya juara juga,"['merinding', 'btr', 'juara', 'tim', 'lama', 'yang', 'belum', 'pernah', 'juara', 'akhirnya', 'juara', 'juga']",1,2026-06-14,0
@AsmaraLinggau,2026-06-14 14:59:01+00:00,AE geek kapan tuh juara owh iya lupa navi Ama dewa gak usah di anggap karna team badut😂😂🧢🧢🧢,0,YouTube,ae geek kapan tuh juara owh iya lupa navi ama dewa tidak usah di anggap karna team badut,"['ae', 'geek', 'kapan', 'tuh', 'juara', 'owh', 'iya', 'lupa', 'navi', 'ama', 'dewa', 'tidak', 'usah', 'di', 'anggap', 'karna', 'team', 'badut']",1,2026-06-14,0
@Alfan-x3f,2026-06-14 14:58:26+00:00,Prime btr kah,0,YouTube,prime btr kah,"['prime', 'btr', 'kah']",0,2026-06-14,0
@BayuSaputra-t5b,2026-06-14 14:58:19+00:00,walau pun evos di kalahin sama btr kok gua seneng yah btr juara apalagi liat moreno yang udah setia banget sama btr😢,2,YouTube,walau pun evos di kalahin sama btr kok gua seneng yah btr juara apalagi liat moreno yang sudah setia banget sama btr,"['walau', 'pun', 'evos', 'di', 'kalahin', 'sama', 'btr', 'kok', 'gua', 'seneng', 'yah', 'btr', 'juara', 'apalagi', 'liat', 'moreno', 'yang', 'sudah', 'setia', 'banget', 'sama', 'btr']",1,2026-06-14,0
@asepaldun1317,2026-06-14 14:58:17+00:00,Btr program to win program to win ngik ngik ngik,0,YouTube,btr program to win program to win ngik ngik ngik,"['btr', 'program', 'to', 'win', 'program', 'to', 'win', 'ngik', 'ngik', 'ngik']",0,2026-06-14,0
@ManuelKevin969,2026-06-14 14:57:45+00:00,Kok ada ya tim yg kebantai sama juara baru😂😂😂,0,YouTube,kok ada ya tim yang kebantai sama juara baru,"['kok', 'ada', 'ya', 'tim', 'yang', 'kebantai', 'sama', 'juara', 'baru']",1,2026-06-14,0
@RiVal-r2s,2026-06-14 14:57:38+00:00,Kelra jdi bapuk,0,YouTube,kelra jdi bapuk,"['kelra', 'jdi', 'bapuk']",0,2026-06-14,0
@tzyy112,2026-06-14 14:57:30+00:00,kelra part2 nya super toy kah? takut ngedamage amat,3,YouTube,kelra part nya super toy kah takut ngedamage amat,"['kelra', 'part', 'nya', 'super', 'toy', 'kah', 'takut', 'ngedamage', 'amat']",1,2026-06-14,4
@donivarela9254,2026-06-14 14:57:26+00:00,Onic ganti skylar malah jdi gini wkwkwkw,0,YouTube,onic ganti skylar malah jdi gini wkwkwkw,"['onic', 'ganti', 'skylar', 'malah', 'jdi', 'gini', 'wkwkwkw']",1,2026-06-14,0
@tzyy112,2026-06-14 14:57:24+00:00,trio mid onic bapuk parah sanz under perform parah sama si kiboy under parah,1,YouTube,trio mid onic bapuk parah sanz under perform parah sama si kiboy under parah,"['trio', 'mid', 'onic', 'bapuk', 'parah', 'sanz', 'under', 'perform', 'parah', 'sama', 'si', 'kiboy', 'under', 'parah']",1,2026-06-14,0
@almanaries8978,2026-06-14 14:57:22+00:00,King Moreno,0,YouTube,king moreno,"['king', 'moreno']",0,2026-06-14,-1
@cii-20-achsanmaulidi45,2026-06-14 14:57:12+00:00,Gak ada mafianya kan ya,0,YouTube,tidak ada mafianya kan ya,"['tidak', 'ada', 'mafianya', 'kan', 'ya']",1,2026-06-14,0
@DimasDim-r9w,2026-06-14 14:57:00+00:00,Sang jimat btr roby❤,0,YouTube,sang jimat btr roby,"['sang', 'jimat', 'btr', 'roby']",0,2026-06-14,0
@cinemapart7932,2026-06-14 14:56:54+00:00,"Rispek buat koh Ed walaupun dia yang paling menanti-nanti kan Piala tersebut berseason season
Tapi dia tetap mengalah agar euforia juara  para Player yang tersorot
Rispek dari Sonic 👌👌",0,YouTube,rispek buat koh ed walaupun dia yang paling menanti nanti kan piala tersebut berseason season tapi dia tetap mengalah agar euforia juara para player yang tersorot rispek dari sonic,"['rispek', 'buat', 'koh', 'ed', 'walaupun', 'dia', 'yang', 'paling', 'menanti', 'nanti', 'kan', 'piala', 'tersebut', 'berseason', 'season', 'tapi', 'dia', 'tetap', 'mengalah', 'agar', 'euforia', 'juara', 'para', 'player', 'yang', 'tersorot', 'rispek', 'dari', 'sonic']",1,2026-06-14,0
@yosepputra8783,2026-06-14 14:56:27+00:00,Kok gak rame ya? Setingan kah?,0,YouTube,kok tidak rame ya setingan kah,"['kok', 'tidak', 'rame', 'ya', 'setingan', 'kah']",1,2026-06-14,0
@ArisSetiawan-d5k,2026-06-14 14:56:22+00:00,"Onik ggl juara 😢
Di atas langit masih ada btr😂",1,YouTube,onik ggl juara di atas langit masih ada btr,"['onik', 'ggl', 'juara', 'di', 'atas', 'langit', 'masih', 'ada', 'btr']",1,2026-06-14,0
@Zulfiii-r5b,2026-06-14 14:56:09+00:00,Kode redem nyaa,0,YouTube,kode redem nyaa,"['kode', 'redem', 'nyaa']",1,2026-06-14,0
@razoreks4337,2026-06-14 14:55:42+00:00,Onic sudah burn out kan???,0,YouTube,onic sudah burn out kan,"['onic', 'sudah', 'burn', 'out', 'kan']",1,2026-06-14,0
@faisalubaidillah1574,2026-06-14 14:55:34+00:00,Lets go BIGETRONNNNN 🔥,0,YouTube,lets go bigetronnnnn,"['lets', 'go', 'bigetronnnnn']",0,2026-06-14,0
@adiyansyah3362,2026-06-14 14:55:18+00:00,Bosen klw onic lagi juara😊,0,YouTube,bosen klw onic lagi juara,"['bosen', 'klw', 'onic', 'lagi', 'juara']",1,2026-06-14,0
@Michael-i5r5n,2026-06-14 14:54:50+00:00,"Gg jir, dulu 5 tahun cuma ngebadut di play off sekarang bisa pecahin liga tani onic",1,YouTube,gg jir dulu tahun cuma ngebadut di play off sekarang bisa pecahin liga tani onic,"['gg', 'jir', 'dulu', 'tahun', 'cuma', 'ngebadut', 'di', 'play', 'off', 'sekarang', 'bisa', 'pecahin', 'liga', 'tani', 'onic']",1,2026-06-14,0
@FERDIFAKTA-h7e,2026-06-14 14:54:30+00:00,1.59.58 tangan kelra geter njir,12,YouTube,tangan kelra geter njir,"['tangan', 'kelra', 'geter', 'njir']",0,2026-06-14,0
@Z4nkok,2026-06-14 14:54:10+00:00,"Sebagai Fans hertod cukup bangga, BTR juara cuy.

nggak sabar intro baru dari hertod.

Hertod : ""Gw bukan player, bukan coach, bukan manajemen, tapi gue anilis. Dan team pertama gw langsung Juara mpl cuy""",0,YouTube,sebagai fans hertod cukup bangga btr juara cuy nggak sabar intro baru dari hertod hertod saya bukan player bukan coach bukan manajemen tapi saya anilis dan team pertama saya langsung juara mpl cuy,"['sebagai', 'fans', 'hertod', 'cukup', 'bangga', 'btr', 'juara', 'cuy', 'nggak', 'sabar', 'intro', 'baru', 'dari', 'hertod', 'hertod', 'saya', 'bukan', 'player', 'bukan', 'coach', 'bukan', 'manajemen', 'tapi', 'saya', 'anilis', 'dan', 'team', 'pertama', 'saya', 'langsung', 'juara', 'mpl', 'cuy']",1,2026-06-14,0
@ytXcute,2026-06-14 14:54:07+00:00,Nunggu hertod nganalisi gameplay yg dia buat🗿,0,YouTube,nunggu hertod nganalisi gameplay yang dia buat,"['nunggu', 'hertod', 'nganalisi', 'gameplay', 'yang', 'dia', 'buat']",0,2026-06-14,0
@Ninjaasssasinn,2026-06-14 14:53:49+00:00,"Gg BTR NT ONIC, saking konsistennya onic sampai sekarang bisa dibalap sama tim lain",7,YouTube,gg btr nt onic saking konsistennya onic sampai sekarang bisa dibalap sama tim lain,"['gg', 'btr', 'nt', 'onic', 'saking', 'konsistennya', 'onic', 'sampai', 'sekarang', 'bisa', 'dibalap', 'sama', 'tim', 'lain']",1,2026-06-14,0
@mugiwara024,2026-06-14 14:53:28+00:00,"Akhirnya ada juara baru, gg BTR👏👏👏🎉🎉",1,YouTube,akhirnya ada juara baru gg btr,"['akhirnya', 'ada', 'juara', 'baru', 'gg', 'btr']",1,2026-06-14,0
@hati_otak,2026-06-14 14:53:26+00:00,Ppq harus belajar dari BTR sihh 😂😂😂😂😂😂😂😂😂😂 iya gk,2,YouTube,ppq harus belajar dari btr sihh iya tidak,"['ppq', 'harus', 'belajar', 'dari', 'btr', 'sihh', 'iya', 'tidak']",1,2026-06-14,-1
@rizkiazizi-t9y,2026-06-14 14:53:25+00:00,"Akhirnya BTR menang aku sneng,kalo yang menang onic GK seneng aku karena kelra Ama kairi GK mau pakek jaket indo kek sombong banget gitu,Eman aja yng orang ph aja mau pakek, itulah onic runtuh karena kesombongan playernya😊",1,YouTube,akhirnya btr menang aku sneng kalau yang menang onic tidak seneng aku karena kelra ama kairi tidak mau pakek jaket indo kek sombong banget gitu eman aja yng orang ph aja mau pakek itulah onic runtuh karena kesombongan playernya,"['akhirnya', 'btr', 'menang', 'aku', 'sneng', 'kalau', 'yang', 'menang', 'onic', 'tidak', 'seneng', 'aku', 'karena', 'kelra', 'ama', 'kairi', 'tidak', 'mau', 'pakek', 'jaket', 'indo', 'kek', 'sombong', 'banget', 'gitu', 'eman', 'aja', 'yng', 'orang', 'ph', 'aja', 'mau', 'pakek', 'itulah', 'onic', 'runtuh', 'karena', 'kesombongan', 'playernya']",1,2026-06-14,0
@YulianaPku-j7p,2026-06-14 14:53:17+00:00,Onic kalah di sesaon 17 tapi menang di msc,1,YouTube,onic kalah di sesaon tapi menang di msc,"['onic', 'kalah', 'di', 'sesaon', 'tapi', 'menang', 'di', 'msc']",1,2026-06-14,0
@ibnufaisal393,2026-06-14 14:53:10+00:00,Downgrade dri s25 ultra cuma dpt infinix wkwk,0,YouTube,downgrade dri s ultra cuma dpt infinix wkwk,"['downgrade', 'dri', 's', 'ultra', 'cuma', 'dpt', 'infinix', 'wkwk']",1,2026-06-14,-1
@ariel777n,2026-06-14 14:52:45+00:00,hertod join btr langsung juara njir,1,YouTube,hertod join btr langsung juara njir,"['hertod', 'join', 'btr', 'langsung', 'juara', 'njir']",0,2026-06-14,0
@seraphine3458,2026-06-14 14:52:36+00:00,"Itu gantiin skylar cuma buat runner up, mending skylar kalo gitu dapet champion",0,YouTube,itu gantiin skylar cuma buat runner up mending skylar kalau gitu dapet champion,"['itu', 'gantiin', 'skylar', 'cuma', 'buat', 'runner', 'up', 'mending', 'skylar', 'kalau', 'gitu', 'dapet', 'champion']",1,2026-06-14,0
@enjangmuwalidin2684,2026-06-14 14:52:32+00:00,Kembali kan skyler,0,YouTube,kembali kan skyler,"['kembali', 'kan', 'skyler']",0,2026-06-14,0
@fey2202,2026-06-14 14:52:29+00:00,Gilo gg btr gg hertod,0,YouTube,gilo gg btr gg hertod,"['gilo', 'gg', 'btr', 'gg', 'hertod']",0,2026-06-14,3
@ramaa_mlbb,2026-06-14 14:51:50+00:00,Ga seru final terngantuk,0,YouTube,tidak seru final terngantuk,"['tidak', 'seru', 'final', 'terngantuk']",1,2026-06-14,0
@YulianaPku-j7p,2026-06-14 14:51:42+00:00,Gila menang btr gg,0,YouTube,gila menang btr gg,"['gila', 'menang', 'btr', 'gg']",1,2026-06-14,0
@SH_Azmi,2026-06-14 14:51:39+00:00,Ler tolongin ler,1,YouTube,ler tolongin ler,"['ler', 'tolongin', 'ler']",0,2026-06-14,0
@JulianO-v3m,2026-06-14 14:51:30+00:00,Gg hertod,0,YouTube,gg hertod,"['gg', 'hertod']",0,2026-06-14,3
@MissDeeVlogs,2026-06-14 14:51:08+00:00,Coach panda is the Key!!! Congrats BTR!,0,YouTube,coach panda is the key congrats btr,"['coach', 'panda', 'is', 'the', 'key', 'congrats', 'btr']",0,2026-06-14,2
@raisnurd93,2026-06-14 14:50:58+00:00,congrats btr,0,YouTube,congrats btr,"['congrats', 'btr']",0,2026-06-14,2
@EgiSaputraa-mt8zi,2026-06-14 14:50:48+00:00,"Makan tuh kelra, pas ad Skyler mh menang tuh... Wkwkwk malah dibuang",0,YouTube,makan tuh kelra pas ad skyler mh menang tuh wkwkwk malah dibuang,"['makan', 'tuh', 'kelra', 'pas', 'ad', 'skyler', 'mh', 'menang', 'tuh', 'wkwkwk', 'malah', 'dibuang']",1,2026-06-14,0
@Qwertyqwerty-p7c2f,2026-06-14 14:50:40+00:00,Kejeniusan  hertod,1,YouTube,kejeniusan hertod,"['kejeniusan', 'hertod']",0,2026-06-14,0
@adiganteng-v3v,2026-06-14 14:50:29+00:00,Selamat BTR gg,0,YouTube,selamat btr gg,"['selamat', 'btr', 'gg']",0,2026-06-14,3
@JujuksSilit,2026-06-14 14:50:16+00:00,gokill,1,YouTube,gokill,['gokill'],0,2026-06-14,0
@Khairuluiiaia,2026-06-14 14:50:15+00:00,Alhamdulillah tim kebanggaan gw juaraa🔥🔥🔥🥲,1,YouTube,alhamdulillah tim kebanggaan saya juaraa,"['alhamdulillah', 'tim', 'kebanggaan', 'saya', 'juaraa']",1,2026-06-14,0
@andikha666,2026-06-14 14:50:05+00:00,Congratulations BTR🏆👏🏻,0,YouTube,congratulations btr,"['congratulations', 'btr']",0,2026-06-14,2
@nyawaygthankyou2141,2026-06-14 14:50:00+00:00,"GELOOO DARI YG AWAL UNDER HAMPIR GA MASUK PLAYOFF TERNYATA MALAH ANGKAT PIALA GELOO GELO,,,,, SI OREN MANA BISA KEK GINI UPSSSSS SORRY IZINNNNN",1,YouTube,gelooo dari yang awal under hampir tidak masuk playoff ternyata malah angkat piala geloo gelo si oren mana bisa kek gini upsssss sorry izinnnnn,"['gelooo', 'dari', 'yang', 'awal', 'under', 'hampir', 'tidak', 'masuk', 'playoff', 'ternyata', 'malah', 'angkat', 'piala', 'geloo', 'gelo', 'si', 'oren', 'mana', 'bisa', 'kek', 'gini', 'upsssss', 'sorry', 'izinnnnn']",1,2026-06-14,0
@RiVal-r2s,2026-06-14 14:49:58+00:00,Dari awal gw lihat kelra ny songong banget,0,YouTube,dari awal saya lihat kelra ny songong banget,"['dari', 'awal', 'saya', 'lihat', 'kelra', 'ny', 'songong', 'banget']",1,2026-06-14,0
@ululsip341,2026-06-14 14:49:56+00:00,Strategi si yebb dah kebaca... Tp masih g sadar2,0,YouTube,strategi si yebb dah kebaca tapi masih g sadar,"['strategi', 'si', 'yebb', 'dah', 'kebaca', 'tapi', 'masih', 'g', 'sadar']",1,2026-06-14,0
@Mondzy62,2026-06-14 14:49:35+00:00,"BTR tim anomali woylah,pemecah WS ONIC,pemecah LS RRQ,pemecah prediksi poster😂",2,YouTube,btr tim anomali woylah pemecah ws onic pemecah ls rrq pemecah prediksi poster,"['btr', 'tim', 'anomali', 'woylah', 'pemecah', 'ws', 'onic', 'pemecah', 'ls', 'rrq', 'pemecah', 'prediksi', 'poster']",1,2026-06-14,0
@muhammadfikri5506,2026-06-14 14:49:21+00:00,Akhirnya sudah ga liga tani,0,YouTube,akhirnya sudah tidak liga tani,"['akhirnya', 'sudah', 'tidak', 'liga', 'tani']",1,2026-06-14,0
@BIELGI999,2026-06-14 14:48:58+00:00,Ga nyangka BTR jir❤,0,YouTube,tidak nyangka btr jir,"['tidak', 'nyangka', 'btr', 'jir']",1,2026-06-14,0
@sadaddad1160,2026-06-14 14:48:25+00:00,moreno eman good hahaha Sonic mana,0,YouTube,moreno eman good hahaha sonic mana,"['moreno', 'eman', 'good', 'hahaha', 'sonic', 'mana']",0,2026-06-14,7
@Rinnnn579,2026-06-14 14:48:01+00:00,"SEENGGAKNYA SAMA SKYLAR JUARA MPL, WAKAKAKAKAKAKAKAKAK",2,YouTube,seenggaknya sama skylar juara mpl wakakakakakakakakak,"['seenggaknya', 'sama', 'skylar', 'juara', 'mpl', 'wakakakakakakakakak']",0,2026-06-14,0
@DoyzStyle,2026-06-14 14:47:55+00:00,btr tidak menyia-nyiakan tiker dari rrq,0,YouTube,btr tidak menyia nyiakan tiker dari rrq,"['btr', 'tidak', 'menyia', 'nyiakan', 'tiker', 'dari', 'rrq']",1,2026-06-14,-1
@TeksID-i3o,2026-06-14 14:47:36+00:00,"Nt onic kalian udh bnyk piala juga
Congrats btr akhirnya ada juara baru",1,YouTube,nt onic kalian sudah bnyk piala juga congrats btr akhirnya ada juara baru,"['nt', 'onic', 'kalian', 'sudah', 'bnyk', 'piala', 'juga', 'congrats', 'btr', 'akhirnya', 'ada', 'juara', 'baru']",1,2026-06-14,0
@rhmgamingid07xml,2026-06-14 14:47:10+00:00,"Ayo waktunya video master Analiyst #heroisgod1 dipersilahkan,,",0,YouTube,ayo waktunya video master analiyst dipersilahkan,"['ayo', 'waktunya', 'video', 'master', 'analiyst', 'dipersilahkan']",0,2026-06-14,-1
@DerivaADi,2026-06-14 14:46:56+00:00,Msc kita liat btr berkutik kah kena si tlph dan falcons,1,YouTube,msc kita liat btr berkutik kah kena si tlph dan falcons,"['msc', 'kita', 'liat', 'btr', 'berkutik', 'kah', 'kena', 'si', 'tlph', 'dan', 'falcons']",1,2026-06-14,-1
@Rayhan_4ja,2026-06-14 14:46:54+00:00,"Gg bgt btr,congrats ko ed penungguan yg sangat² lama daei s1 ggwp mor🔥🔥🔥",34,YouTube,gg banget btr congrats ko ed penungguan yang sangat² lama daei s ggwp mor,"['gg', 'banget', 'btr', 'congrats', 'ko', 'ed', 'penungguan', 'yang', 'sangat²', 'lama', 'daei', 's', 'ggwp', 'mor']",0,2026-06-14,-1
@bukojuice_11,2026-06-14 14:46:26+00:00,Patalo si Kelra na import lng Naputol na Dynasty Ng Onic haha ..,0,YouTube,patalo si kelra na import lng naputol na dynasty ng onic haha,"['patalo', 'si', 'kelra', 'na', 'import', 'lng', 'naputol', 'na', 'dynasty', 'ng', 'onic', 'haha']",0,2026-06-14,0
@andijulian-yq2om,2026-06-14 14:46:24+00:00,"Akhirnya ada juara baru....
Selamat Bigetron by vitality..",2,YouTube,akhirnya ada juara baru selamat bigetron by vitality,"['akhirnya', 'ada', 'juara', 'baru', 'selamat', 'bigetron', 'by', 'vitality']",0,2026-06-14,0
@ahmadtaufikhidayat3807,2026-06-14 14:45:57+00:00,"Selamat emann, akhirnya",0,YouTube,selamat emann akhirnya,"['selamat', 'emann', 'akhirnya']",0,2026-06-14,0
@hijriawati8668,2026-06-14 14:45:52+00:00,Nael gak mau salaman sama ko ed,0,YouTube,nael tidak mau salaman sama ko ed,"['nael', 'tidak', 'mau', 'salaman', 'sama', 'ko', 'ed']",1,2026-06-14,0
@ggntot-f8t,2026-06-14 14:45:51+00:00,king hertod,0,YouTube,king hertod,"['king', 'hertod']",0,2026-06-14,-1
@SoulfulStories8899,2026-06-14 14:45:47+00:00,btr is winner,0,YouTube,btr is winner,"['btr', 'is', 'winner']",0,2026-06-14,0
@QolbuChannel-tf4vl,2026-06-14 14:45:45+00:00,Final nya gak seru banget,0,YouTube,final nya tidak seru banget,"['final', 'nya', 'tidak', 'seru', 'banget']",1,2026-06-14,0
